tmdb_id,title,year,genres,overview,poster_path,vote_average,vote_count
11687,Les Visiteurs,1993,Fantastique | Comédie,"Parce qu'il lui a sauvé la vie lors d'une échauffourée avec les Anglais, le roi de France Louis VI fait du chevalier Godefroy de Papincourt le nouveau comte de Montmirail et lui accorde en justes noces la riche Frénégonde. Cependant, abusé par le sortilège d'une sorcière, Godefroy tue son futur beau-père, qu'il avait pris pour un ours. Soucieux de réparer sa faute, il demande à un enchanteur de le ramener dans le passé, juste avant le drame. Mais, après une erreur dans la formule, il se retrouve, toujours flanqué de son fidèle écuyer Jacquouille la Fripouille, en l'an de grâce 1992. Les deux hommes se lancent à la découverte du monde moderne. La voiture d'un facteur fait les frais de leur étonnement et de leur belliqueuse humeur...",/aNBbenF2FXhBzJyFqtcToXuzoMg.jpg,7.121,2049
262551,Babysitting,2014,Comédie,"Faute de baby-sitter pour le week-end, Marc Schaudel confie son fils Remy à Franck, son employé, ""un type sérieux"" selon lui. Sauf que Franck a 30 ans ce soir et que Rémy est un sale gosse capricieux. Au petit matin, Marc et sa femme Claire sont réveillés par un appel de la police. Rémy et Franck ont disparu ! Au milieu de leur maison saccagée, la police a retrouvé une caméra. Marc et Claire découvrent, hallucinés, les images tournées pendant la soirée.",/lY5u3bvWXRk3KMrSoP0Sd3Ro5gW.jpg,6.79,2010
8424,Jeux d'enfants,2003,Drame | Comédie | Romance,"Sophie et Julien ont défini les règles du jeu. Ils en sont, pour le restant de leurs vies, les arbitres et souvent les victimes. « Cap ou pas cap ? — Cap ! Bien sûr ! » Ils sont cap de tout : du meilleur comme du pire. Bafouer tous les tabous, défier tous les interdits, braver toutes les autorités, rire, se faire mal. Cap de tout sauf, peut-être de s'avouer qu'ils s'aiment. Ce jeu commence avec un pari innocent : un pari afin d'oublier que Maman est gravement malade, afin d'oublier quand toute la classe te traite de sale polack. Et quelques paris plus tard, le jeu devient ce qu'il y a de plus beau, de plus fort dans la vie des deux enfants. Et ainsi la vie passe, le jeu reste, de plus en plus intense, comme la passion. Et chaque fois qu'ils se répondent « Cap ! », ils se disent « Je t'aime plus que ma propre vie. — Plus que ma propre vie ? — Cap ! ».",/lFPxaXOPhIBumZCywpnudSusbzv.jpg,7.234,1870
15152,"OSS 117 : Le Caire, nid d'espions",2006,Crime | Action | Aventure | Comédie,"Égypte, 1955, le Caire est un véritable nid d’espions. Tout le monde se méfie de tout le monde, tout le monde complote contre tout le monde : Anglais, Français, Soviétiques, la famille du Roi déchu Farouk qui veut retrouver son trône, les Aigles de Khéops, secte religieuse qui veut prendre le pouvoir. Le Président de la République Française, Monsieur René Coty, envoie son arme maîtresse mettre de l’ordre dans cette pétaudière au bord du chaos : Hubert Bonisseur de la Bath, dit OSS 117.",/vxcqpokAB2bn2PzG3g4kFsL5h7V.jpg,7.2,1841
112198,Le Prénom,2012,Comédie,"Vincent, la quarantaine triomphante, va être père pour la première fois. Invité à dîner chez Élisabeth et Pierre, sa sœur et son beau-frère, il y retrouve Claude, un ami d’enfance.  En attendant l’arrivée d’Anna, sa jeune épouse éternellement en retard, on le presse de questions sur sa future paternité dans la bonne humeur générale… Mais quand on demande à Vincent s’il a déjà choisi un prénom pour l’enfant à naître, sa réponse plonge la famille dans le chaos.",/w5JWQo7ArqmoegKYiQbv8TeAJmg.jpg,7.323,1797
330764,Le Tout Nouveau Testament,2015,Comédie | Fantastique,"Dieu existe. Il habite à Bruxelles. Il est odieux avec sa femme et sa fille. On a beaucoup parlé de son fils, mais très peu de sa fille. Sa fille c’est moi. Je m’appelle Ea et j’ai dix ans. Pour me venger j’ai balancé par SMS les dates de décès de tout le monde…",/6kSeUr9GyR9ynuxEIQ1qbUYtkAy.jpg,6.649,1756
48034,Les Petits Mouchoirs,2010,Comédie | Drame,"À la suite d'un événement bouleversant, une bande de copains décide, malgré tout, de partir en vacances au bord de la mer comme chaque année. Leur amitié, leurs certitudes, leur culpabilité, leurs amours en seront ébranlées. Ils vont enfin devoir lever les « petits mouchoirs » qu'ils ont posés sur leurs secrets et leurs mensonges.",/qoHIdk4jZTwNjRz23ql3TO8yH9b.jpg,7.099,1627
892,Delicatessen,1991,Comédie | Science-Fiction | Fantastique,"Au milieu d'un immense terrain vague, dans une banlieue hors du temps, se dresse un vieil immeuble. Il est habité par de drôles de gens qui n'ont qu'une préoccupation : se nourrir. Ils sont clients à la boucherie du rez-de-chaussée dont l'enseigne “Delicatessen” grince au vent. Pour remédier à la pénurie de viande, le boucher “recrute” sa matière première par petites annonces… La rencontre de la fille du boucher et d'un gentil commis va bouleverser les rapports de cette étrange communauté.",/oPlGvJFhDRYC5XrX2oqiwxTOoE8.jpg,7.313,1615
484482,Le Grand Bain,2018,Drame | Comédie,"C’est dans les couloirs de leur piscine municipale que Bertrand, Marcus, Simon, Laurent, Thierry et les autres s’entraînent sous l’autorité toute relative de Delphine, ancienne gloire des bassins. Ensemble, ils se sentent libres et utiles. Ils vont mettre toute leur énergie dans une discipline jusque-là propriété de la gent féminine: la natation synchronisée. Alors, oui c’est une idée plutôt bizarre, mais ce défi leur permettra de trouver un sens à leur vie…",/tk781pgEMqRZpu0QNhxO7NGMJ6s.jpg,6.924,1586
432068,Le Sens de la fête,2017,Comédie,"Max est traiteur depuis 30 ans. Des fêtes il en a organisé des centaines, il est même un peu au bout du parcours. Aujourd'hui c'est un sublime mariage dans un château du XVIIe siècle, un de plus, celui de Pierre et Héléna. Comme d'habitude, Max a tout coordonné: il a recruté sa brigade de serveurs, de cuisiniers, de plongeurs, il a conseillé un photographe, réservé l'orchestre, arrangé la décoration florale, bref tous les ingrédients sont réunis pour que cette fête soit réussie… Mais la loi des séries va venir bouleverser un planning sur le fil où chaque moment de bonheur et d'émotion risque de se transformer en désastre ou en chaos. Des préparatifs jusqu'à l'aube, nous allons vivre les coulisses de cette soirée à travers le regard de ceux qui travaillent et qui devront compter sur leur unique qualité commune: le sens de la fête.",/6XVnhuZIZHWytsiu0GBK9nfzX9F.jpg,7.016,1579
15588,OSS 117 : Rio ne répond plus,2009,Crime | Action | Comédie,"Douze ans après Le Caire, OSS 117 est de retour pour une nouvelle mission à l’autre bout du monde. Lancé sur les traces d’un microfilm compromettant pour l’État français, le plus célèbre de nos agents va devoir faire équipe avec la plus séduisante des lieutenants‐colonels du Mossad pour capturer un nazi maître chanteur. Des plages ensoleillées de Rio aux luxuriantes forêts amazoniennes, des plus profondes grottes secrètes au sommet du Christ du Corcovado, c’est une nouvelle aventure qui commence. Quel que soit le danger, quel que soit l’enjeu, on peut toujours compter sur Hubert Bonisseur de la Bath pour s’en sortir…",/sNL1aPGCMFmcnNDFWVUKehO3Vjr.jpg,7.101,1522
393559,Ma vie de courgette,2016,Animation | Comédie | Drame,"Courgette n’a rien d’un légume, c’est un vaillant petit garçon. Il croit qu’il est seul au monde quand il perd sa mère. Mais c’est sans compter sur les rencontres qu’il va faire dans sa nouvelle vie au foyer pour enfants. Simon, Ahmed, Jujube, Alice et Béatrice : ils ont tous leurs histoires et elles sont aussi dures qu’ils sont tendres. Et puis il y a cette fille, Camille. Quand on a 10 ans, avoir une bande de copains, tomber amoureux, il y en a des choses à découvrir et à apprendre. Et pourquoi pas même, être heureux.",/sDre2NQ5PYNagHww6bQTLO07MaS.jpg,7.8,1496
170522,Astérix : Le Domaine des dieux,2014,Animation | Comédie | Aventure | Familial,"Nous sommes en 50 avant Jésus‐Christ ; toute la Gaule est occupée par les Romains… Toute ? Non ! Car un village peuplé d’irréductibles Gaulois résiste encore et toujours à l’envahisseur. Exaspéré par la situation, Jules César décide de changer de tactique : puisque ses armées sont incapables de s’imposer par la force, c’est la civilisation romaine elle‐même qui saura séduire ces barbares gaulois. Il fait donc construire à côté du village un domaine résidentiel luxueux destiné à des propriétaires romains : « Le Domaine des Dieux ». Nos amis gaulois résisteront‐ils à l’appât du gain et au confort romain ? Leur village deviendra‐t‐il une simple attraction touristique ? Astérix et Obélix vont tout faire pour contrecarrer les plans de César.",/lhB8cU7sHMy4ibKHVn67YcP4dI.jpg,6.791,1462
487476,Le Jeu,2018,Drame | Comédie,"Le temps d’un dîner, des couples d’amis décident de jouer à un «jeu»: chacun doit poser son téléphone portable au milieu de la table et chaque SMS, appel téléphonique, mail, message Facebook, etc. devra être partagé avec les autres. Il ne faudra pas attendre bien longtemps pour que ce «jeu» se transforme en cauchemar.",/cEYbEDrgKOtGVyO2c8R4zwXUVR0.jpg,6.58,1424
2110,Wasabi,2001,Drame | Action | Comédie,"Flic solitaire au grand cœur mais aux méthodes parfois musclées, l'inspecteur Hubert se retrouve en vacances forcées après avoir rossé le fils du préfet. Un jour, il reçoit le coup de fil d'un notaire qui lui annonce que Miko, la femme de sa vie disparue vingt ans auparavant, vient de mourir dans d'étranges circonstances. Seul légataire testamentaire, Hubert débarque au Japon, accueilli par son ancien équipier, pour découvrir ce dont il a hérité.",/7TbnpjIKzq5OKUyF72rcwNDyI5f.jpg,6.654,1410
41211,L'Arnacœur,2010,Romance | Comédie,"Votre fille sort avec un sale type ? Votre sœur s’est enlisée dans une relation passionnelle destructrice ? Aujourd’hui, il existe une solution radicale, elle s’appelle Alex. Son métier : briseur de couples professionnel. Sa méthode : la séduction. Sa mission : transformer n’importe quel petit ami en ex. Mais Alex a une éthique, il ne s’attaque qu’aux couples dont la femme est malheureuse. Alors pourquoi accepter de briser un couple épanoui de riches trentenaires qui se marie dans une semaine ?",/wNOFeAtXYD59NcBW09hfPEQwNJr.jpg,6.621,1406
77459,Un monstre à Paris,2011,Aventure | Animation | Comédie | Familial | Fantastique,"Dans le Paris inondé de 1910, un monstre sème la panique. Traqué sans relâche par le redoutable préfet Maynott, il demeure introuvable… Et si la meilleure cachette était sous les feux de « L’Oiseau Rare », un cabaret où chante Lucille, la star de Montmartre au caractère bien trempé ?",/iTb2Io2UaZCYVwzxwTYBVveN44l.jpg,6.901,1349
15097,La Cité de la peur,1994,Comédie,"Lors du festival de Cannes 1993, Odile Deray, petite attachée de presse de cinéma, rencontre bien des difficultés à intéresser les professionnels à son film « Red is Dead », un film d’horreur d'une nullité qui n'a d’égal que les budget ridicule et acteurs improbables. Pourtant un évènement sert les attentes d'Odile : un tueur commet des meurtres identique au modus operandi du film. L'opportunité est à saisir : de vrais meurtres identiques à son film, en plein festival ! Odile met en avant Simon Jeremi, l'acteur principal, un enfant simplet de trente ans. Pour assurer sa protection, elle engage un garde du corps, Serge Karamazov, plus animé par les femmes que par sa mission. Dans la fièvre de Cannes, avec un tueur en liberté, un politicien véreux et un commissaire principal obsédé par son égo médiatique, Odile, Simon et Kara devront jouer des coudes pour traverser le festival vivants. D'ici là, ils ne seront pas au bout de leurs péripéties...",/jBzDbxsEiCUCiYcpDLpvbQ6kN2U.jpg,7.464,1343
21861,LOL (Laughing Out Loud),2009,Comédie,"LOL ? Ça veut dire Laughing Out Loud - mort de rire - en langage internet ou par SMS. C'est aussi comme ça que les amis de Lola l'appellent. Pourtant, le jour de sa rentrée, Lola n'a pas le cœur à rire. Arthur, son copain, la provoque en lui disant qu'il l'a trompée pendant l'été. Et sa bande de potes a le don pour tout compliquer. Tout comme sa mère, Anne, avec qui le dialogue est devenu impossible, et pas seulement parce qu'elle ignore ce que LOL signifie. Que ses parents aient divorcé est une chose. Qu'Anne traite son ado comme une enfant en lui mentant sur l'essentiel, par exemple sur le fait qu'elle revoit son ex en cachette ou qu'elle se fait draguer par un flic, en est une autre. De son côté, Anne se demande ce qui a bien pu arriver à sa douce petite fille. De la fusion à la confusion, les relations mères-filles bouillonnent d'amour et de LOL.",/mA5TBNiSK1JeLIqGgqYSfTcTHIq.jpg,6.5,1341
381356,Five,2016,Comédie,"Cinq amis d'enfance rêvent depuis toujours d'habiter en colocation. Lorsque l’occasion d’emménager ensemble se présente, Julia, Vadim, Nestor et Timothée n’hésitent pas une seule seconde, surtout quand Samuel se propose de payer la moitié du loyer ! Lorsqu'ils sont à peine installés, Samuel se retrouve sur la paille mais décide de ne rien dire aux autres et d'assumer sa part en se mettant à vendre de l'herbe. Mais n'est pas dealer qui veut et quand tout dégénère, Samuel n’a d’autres choix que de se tourner vers la seule famille qu'il lui reste : ses amis !",/qs4tQK0gLpwNmz2gmCYZQ3RQSpr.jpg,6.973,1336
109,Trois couleurs : Blanc,1994,Comédie | Drame | Mystère,"Karol a tout perdu après son divorce avec Dominique, il ne peut même pas retourner en Pologne et refuse de devenir meurtrier pour de l'argent. Après avoir enfin réussi à retourner dans son pays, il se lance dans diverses entreprises et tombe dans le piège de sa vengeance sur Dominique.",/8ULEPWAcqljAG7YBwbZqTkGXm8e.jpg,7.444,1315
527729,Astérix: Le Secret de la potion magique,2018,Familial | Animation | Comédie | Aventure,"À la suite d’une chute lors de la cueillette du gui, le druide Panoramix décide qu’il est temps d’assurer l’avenir du village. Accompagné d’Astérix et Obélix, il entreprend de parcourir le monde gaulois à la recherche d’un jeune druide talentueux à qui transmettre le Secret de la Potion Magique…",/bMYpBVc0bS0ykEXSjRXIat6ooJf.jpg,6.848,1315
1555,L'Auberge espagnole,2002,Drame | Comédie | Romance,"Xavier, un jeune homme de 25 ans, part à Barcelone pour terminer ses études en économie et apprendre l’espagnol. Cette langue est nécessaire pour occuper un poste, que lui promet un ami de son père, au ministère des Finances. Mais pour ce faire, il doit quitter sa petite amie Martine, avec qui il vit depuis quatre ans. En Espagne, Xavier cherche un logement et trouve finalement un appartement dans le centre de Barcelone qu’il compte partager avec 7 autres personnes. Chacun de ses co‐locataires est originaire d’un pays différent.",/qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,7.123,1216
166,La Boum,1980,Drame | Romance | Comédie,"Vic, treize ans, inscrite au lycée Henri-IV, est à l'âge des premières sorties et des premiers émois. Vic n'a guère l'occasion de parler avec ses parents, trop occupés par leur carrière respective, et dont le couple subit les assauts classiques du temps. Elle se confie donc à son arrière-grand-mère, la pétillante Poupette, ou à sa meilleure amie, Pénélope. Elle partagera donc avec elles son amour pour le beau Mathieu. Mais cet amour-là aussi connaîtra quelques difficultés...",/s2d4P7XZUA4rwNK4il7gMptxd7M.jpg,6.593,1210
19100,Nos jours heureux,2006,Comédie | Familial,"Vincent Rousseau dirige pour la première fois une colonie de vacances et se retrouve plongé pendant trois semaines dans l'univers des colos avec petites histoires et gros soucis à la clef ! Vincent se retrouve alors confronté à la vie mouvementée du camp, de ses animateurs plus ou moins professionnels et des ados pas toujours évidents à gérer…",/507mUw7mtYpmjwJncOggw9gBZcG.jpg,7.35,1104
595975,La Belle Époque,2019,Comédie | Drame,"Victor, un sexagénaire désabusé, voit sa vie bouleversée le jour où Antoine, un brillant entrepreneur, lui propose une attraction d’un genre nouveau: mélangeant artifices théâtraux et reconstitution historique, cette entreprise propose à ses clients de replonger dans l’époque de leur choix. Victor choisit alors de revivre la semaine la plus marquante de sa vie: celle où, 40 ans plus tôt, il rencontra le grand amour...",/3M3kgXQYFPjQUzgNUptiu3EU4ge.jpg,7.366,1065
1958,8 femmes,2002,Comédie | Thriller | Mystère,"Dans les années cinquante, dans une grande demeure bourgeoise en pleine campagne, les gens sont sur le point de fêter Noël. Mais un drame se produit : le maître de maison est retrouvé assassiné. Le ou plutôt la coupable se cache parmi huit femmes que fréquentait régulièrement la victime. Commence alors une longue journée d'enquête, faite de disputes, de trahisons et de révélations.",/Asxm9fqKIHcScU0UhSvsovPzpeF.jpg,6.9,1059
14645,Le père Noël est une ordure,1982,Comédie,"Félix représente mal le père Noël : il est sale, brutal, vulgaire et il boit. Fatalement, son amie Josette le quitte. Elle trouve refuge à la permanence de SOS détresse tenue par ces 2 coincés que sont Pierre et Thérèse. S'y croisent également un homosexuel dépressif, Mme Musquin, un émigré voisin et un pauvre réparateur d'ascenseur…",/i5KrHnqlFr5taNRPREXQKV104Fy.jpg,7.3,1058
9662,Les Triplettes de Belleville,2003,Animation | Comédie | Drame | Familial,"L'idée de génie qu'eût madame Souza en offrant un vélo à son neveu alla bien au-delà de ses espérances. L'entraînement, une alimentation adaptée et le Tour de France n'était pas loin... La ""mafia française"" non plus qui, repérant le futur champion cycliste, l'enlève. Madame Souza, accompagnée de trois vieilles dames, les Triplettes, devenues ses complices, devra braver tous les dangers dans une course poursuite ébouriffante.",/5GrYyY09JbMg9fhtITeK4pKDsHc.jpg,7.396,1035
10086,C'est arrivé près de chez vous,1992,Comédie | Crime,"Une équipe de tournage suit un voleur impitoyable et tueur sans cœur, mais les complications surviennent lorsque l'équipe du film perd son objectivité et commence à l'aider dans ses tâches quotidiennes.",/3h7PYinvLGVL6tjUGzmmDycMEmm.jpg,7.228,1004
579245,Hors normes,2019,Comédie | Drame,"Bruno et Malik vivent depuis 20 ans dans un monde à part, celui des enfants et adolescents autistes. Au sein de leurs deux associations respectives, ils forment des jeunes issus des quartiers difficiles pour encadrer ces cas qualifiés «d'hyper complexes». Une alliance hors du commun pour des personnalités hors normes.",/98bgKk9qr2cTjZYVhZy5V6pw1b1.jpg,7.8,981
651881,Adieu les cons,2020,Comédie | Drame,"Lorsque Suze Trappet apprend à 43 ans qu'elle est sérieusement malade, elle décide de partir à la recherche de l'enfant qu'elle a été forcée d'abandonner quand elle avait 15 ans. Sa quête administrative va lui faire croiser JB, quinquagénaire en plein burn out, et M. Blin, archiviste aveugle d'un enthousiasme impressionnant.  À eux trois, ils se lancent dans une quête aussi spectaculaire qu'improbable.",/e6m9bwuwj6zluvkZgzP5gFSnRyB.jpg,7.179,949
452187,Le Brio,2017,Drame | Comédie,"Neïla Salah a grandi à Créteil. Jeune femme brillante, elle rêve de devenir avocate. Inscrite à l’Université d’Assas, dans les beaux quartiers parisiens, elle suit les cours de Pierre Mazard, professeur reconnu mais provocateur. Pour se racheter une conduite, ce dernier accepte de préparer Neïla au prestigieux concours d’éloquence. Portée par ce mentor à la fois tyrannique et bienveillant, Neïla plonge dans l’univers des joutes verbales, de la rhétorique et de l’excellence.",/l43VMuUg1DoItf9nMcMSj2ZSbn3.jpg,6.963,916
121875,Dans la maison,2012,Comédie | Drame | Mystère | Thriller,"Un garçon de 16 ans s'immisce dans la maison d'un élève de sa classe, et en fait le récit dans ses rédactions à son professeur de français. Ce dernier, face à cet élève doué et différent, reprend goût à l'enseignement, mais cette intrusion va déclencher une série d’évènements incontrôlables.",/1cWpFhRViNIrL3bSC3FEa3n4B70.jpg,7.235,911
7229,Tais-toi !,2003,Comédie | Crime,"Ruby n'a qu'une idée en tête: se venger de l'homme qui a assassiné la femme qu'il aimait. Quentin n'a en tête que très peu de neurones. Juste assez pour être d'une grande gentillesse et d'une bêtise à entrer dans le Livre des Records. Les chemins des deux hommes vont se croiser, celui du dur qui n'est que désir de meurtre et celui du simple qui tutoie les anges. La gentillesse catastrophique de Quentin parviendra-t-elle à désamorcer la violence meurtrière de Ruby, c'est le sujet de Tais-toi !",/4EQz0xv3SUuHabuhAcfXZorMWgv.jpg,6.689,899
421447,L'Ascension,2017,Comédie | Romance | Aventure,"« Pour toi, je pourrais gravir l’Everest ! » Samy aurait mieux fait de se taire ce jour-là… D’autant que Nadia ne croit pas beaucoup à ses belles paroles. Et pourtant… Par amour pour elle, Samy quitte sa cité HLM et part gravir les mythiques 8848 mètres qui font de l’Everest le Toit du monde. Un départ qui fait vibrer ses copains, puis tout le 9-3 et c’est bientôt la France entière qui suit avec émotion les exploits de ce jeune mec ordinaire mais amoureux. A la clé, un message d’espoir : à chacun d’inventer son avenir, puisque tout est possible.",/jxmnYUawdlSUctpN1JJ9wvE47ZH.jpg,6.683,888
570131,Mon Inconnue,2019,Comédie | Romance | Fantastique,"Du jour au lendemain, Raphaël se retrouve plongé dans un monde où il n'a jamais rencontré Olivia, la femme de sa vie. Comment va-t-il s’y prendre pour reconquérir sa femme, devenue une parfaite inconnue?",/6SltsxgH5feW5cJTxjmJupEGgme.jpg,7.044,871
1152014,Un p'tit truc en plus,2024,Comédie | Familial,"Pour échapper à la police, un père et son fils sont contraints de trouver refuge dans une colonie de vacances pour jeunes adultes en situation de handicap mental, endossant le rôle d’un éducateur et d’un pensionnaire. Le début des emmerdes et d’une formidable expérience humaine qui va les changer à jamais.",/uIlJ1wOlEt5K3NowJQDG4qscQAC.jpg,7.104,831
300,La Science des rêves,2006,Comédie | Drame | Fantastique,"Venu travailler à Paris dans une entreprise fabriquant des calendriers, Stéphane Miroux mène une vie monotone qu'il compense par ses rêves. Devant des caméras en carton, il s'invente une émission de télévision sur le rêve.Un jour, il fait la connaissance de Stéphanie, sa voisine, dont il tombe amoureux. D'abord charmée par les excentricités de cet étonnant garçon, la jeune femme prend peur et finit par le repousser. Ne sachant comment parvenir à la séduire, Stéphane décide de chercher la solution de son problème là où l'imagination est reine...",/aRMpMDCitnnwOQw86y9pOQOIvoo.jpg,7.0,828
